,ChEBI ID,ChEBI Name,Formulae
32690,CHEBI:77136,1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate(3-),C47H81O16P2
32691,CHEBI:77137,"1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate(5-)",C47H80O19P3
32692,CHEBI:77138,3-sulfopropanediol(1-),C3H7O5S
32693,CHEBI:77139,1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate(3-),C45H83O16P2
32694,CHEBI:77140,"1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate(5-)",C45H82O19P3
32695,CHEBI:77141,dTDP-beta-L-evernitrose(2-),C18H27N3O15P2
32696,CHEBI:77142,"dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose(2-)",C18H27N3O14P2
32697,CHEBI:77143,dTDP-N-hydroxy-beta-L-evernosamine(2-),C18H29N3O14P2
32698,CHEBI:77144,dTDP-beta-L-evernosamine(1-),C18H30N3O13P2
32699,CHEBI:77145,ginsenoside F2,C42H72O13
32700,CHEBI:77146,ginsenoside C-K,C36H62O8
32701,CHEBI:77147,(20S)-ginsenoside Rh2,C36H62O8
32702,CHEBI:77150,ginsenoside F1,C36H62O9
32703,CHEBI:77151,ginsenoside Rg2,C42H72O13
32704,CHEBI:77152,ginsenoside Rb2,C53H90O22
32705,CHEBI:77153,ginsenoside Rb3,C53H90O22
32706,CHEBI:77154,ginsenoside Rc,C53H90O22
32707,CHEBI:77155,gypenoside XVII,C48H82O18
32708,CHEBI:77156,gypenoside LXXV,C42H72O13
32709,CHEBI:77157,ginsenoside C-Y,C41H70O12
32710,CHEBI:77158,1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol(1-),C45H82O13P
32711,CHEBI:77159,1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-),C45H81O16P2
32712,CHEBI:77160,1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-),C47H81O16P2
32713,CHEBI:77162,GCK127,C54H105NO8
32714,CHEBI:77163,1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol(1-),C45H84O13P
32715,CHEBI:77164,1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-),C45H83O16P2
32716,CHEBI:77165,"1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol(1-)",C45H78O13P
32717,CHEBI:77166,"3-oxo-Delta(1),Delta(4)-steroid",C19H25OR
32718,CHEBI:77167,"1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate(3-)",C45H77O16P2
32719,CHEBI:77168,14-hydroxymyristic acid,C14H28O3
32720,CHEBI:77169,(3S)-hydroxytetradecanedioyl-CoA,C35H60N7O20P3S
32721,CHEBI:77170,(2E)-tetradecenedioyl-CoA,C35H58N7O19P3S
32722,CHEBI:77171,GCK152,C39H67NO8
32723,CHEBI:77172,3-oxotetradecanedioyl-CoA,C35H58N7O20P3S
32724,CHEBI:77173,alpha-NAD(+),C21H28N7O14P2
32725,CHEBI:77174,alpha-NADP(+),C21H29N7O17P3
32726,CHEBI:77177,alpha-NADPH(4-),C21H26N7O17P3
32727,CHEBI:77179,4-O-methylrhodomycin D,C29H33NO11
32728,CHEBI:77180,3-iodo-5-nitrophenol,C6H4INO3
32729,CHEBI:77181,crystal violet cation,C25H30N3
32730,CHEBI:77183,(2E)-hexadecenedioyl-CoA,C37H62N7O19P3S
32731,CHEBI:77184,1-palmityl-2-arachidonoyl-sn-glycerol,C39H70O4
32732,CHEBI:77185,1-palmityl-2-oleoyl-sn-glycerol,C37H72O4
32733,CHEBI:77186,1-palmityl-2-arachidonoyl-sn-glycero-3-phosphate(2-),C39H69O7P
32734,CHEBI:77187,1-palmityl-2-oleoyl-sn-glycero-3-phosphate(2-),C37H71O7P
32735,CHEBI:77188,alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-beta-D-GlcpNAc-OMe,C21H37NO15
32736,CHEBI:77189,(3R)-hydroxyhexadecanedioyl-CoA,C37H64N7O20P3S
32737,CHEBI:77190,CDP-dipalmitoyl-sn-glycerol(2-),C44H79N3O15P2
32738,CHEBI:77191,3-oxohexadecanedioyl-CoA,C37H62N7O20P3S
32739,CHEBI:77192,alpha-L-Fucp-(1->3)-[4d-beta-D-Galp-(1->4)]-beta-D-GlcpNAc-OMe,C21H37NO14
32740,CHEBI:77193,alpha-L-Fucp-(1->3)-[beta-D-Galp4Cl-(1->4)]-beta-D-GlcpNAc-OMe,C21H36ClNO14
32741,CHEBI:77195,10-carboxy-13-deoxydaunorubicin,C28H31NO11
32742,CHEBI:77196,alpha-L-Fucp-(1->3)-[beta-D-Galp4F-(1->4)]-beta-D-GlcpNAc-OMe,C21H36FNO14
32743,CHEBI:77197,isotridecanoate,C13H25O2
32744,CHEBI:77198,6-sulfo-D-quinovose,C6H12O8S
32745,CHEBI:77199,(3S)-hydroxyhexadecanedioyl-CoA,C37H64N7O20P3S
32746,CHEBI:77200,"(10E,12Z)-octadecadienoate",C18H31O2
32747,CHEBI:77201,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoate",C24H37O2
32748,CHEBI:77202,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoate",C24H35O2
32749,CHEBI:77203,"(11Z,14Z,17Z,20Z,23Z)-hexacosapentaenoate",C26H41O2
32750,CHEBI:77205,"(8Z,11Z,14Z,17Z,20Z,23Z)-hexacosahexaenoate",C26H39O2
32751,CHEBI:77206,"(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoate",C28H45O2
32752,CHEBI:77207,tetradecanedioyl-CoA,C35H60N7O19P3S
32753,CHEBI:77208,hexadecanedioyl-CoA,C37H64N7O19P3S
32754,CHEBI:77209,"(10Z,13Z,16Z,19Z,22Z,25Z)-octacosahexaenoate",C28H43O2
32755,CHEBI:77210,"(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoate",C30H49O2
32756,CHEBI:77211,"(12Z,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoate",C30H47O2
32757,CHEBI:77212,"(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoate",C32H53O2
32758,CHEBI:77213,"(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoate",C32H51O2
32759,CHEBI:77214,"(19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoate",C34H57O2
32760,CHEBI:77215,"(16Z,19Z,22Z,25Z,28Z,31Z)-tetratriacontahexaenoate",C34H55O2
32761,CHEBI:77216,"(21Z,24Z,27Z,30Z,33Z)-hexatriacontapentaenoate",C36H61O2
32762,CHEBI:77217,"(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoate",C36H59O2
32763,CHEBI:77218,"(23Z,26Z,29Z,32Z,35Z)-octatriacontapentaenoate",C38H65O2
32764,CHEBI:77219,"(9Z,12Z)-hexadecadienoate",C16H27O2
32765,CHEBI:77220,"(11Z,14Z)-icosadienoate",C20H35O2
32766,CHEBI:77221,(17Z)-hexacosenoate,C26H49O2
32767,CHEBI:77222,"(6Z,9Z,12Z,15Z)-octadecatetraenoate",C18H27O2
32768,CHEBI:77223,"(11Z,14Z,17Z)-icosatrienoate",C20H33O2
32769,CHEBI:77224,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoate",C22H33O2
32770,CHEBI:77225,"all-cis-docosa-7,10,13,16-tetraenoate",C22H35O2
32771,CHEBI:77226,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate",C22H33O2
32772,CHEBI:77227,"(9Z,12Z,15Z,18Z)-tetracosatetraenoate",C24H39O2
32773,CHEBI:77228,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoate",C24H37O2
32774,CHEBI:77229,"(11Z,14Z,17Z,20Z)-hexacosatetraenoate",C26H43O2
32775,CHEBI:77230,"(8Z,11Z,14Z,17Z,20Z)-hexacosapentaenoate",C26H41O2
32776,CHEBI:77231,"(13Z,16Z,19Z,22Z)-octacosatetraenoate",C28H47O2
32777,CHEBI:77232,"(15Z,18Z,21Z,24Z)-triacontatetraenoate",C30H51O2
32778,CHEBI:77233,"(17Z,20Z,23Z,26Z)-dotriacontatetraenoate",C32H55O2
32779,CHEBI:77234,"(19Z,22Z,25Z,28Z)-tetratriacontatetraenoate",C34H59O2
32780,CHEBI:77235,"(21Z,24Z,27Z,30Z)-hexatriacontatetraenoate",C36H63O2
32781,CHEBI:77236,"(23Z,26Z,29Z,32Z)-octatriacontatetraenoate",C38H67O2
32782,CHEBI:77237,O-hexadecanedioyl-L-carnitine,C23H43NO6
32783,CHEBI:77238,[4)-beta-D-Glcp-(1->4)-[alpha-L-Rhap-(1->2)]-3-O-(2-glycerylphospho)-beta-D-Galp-(1->4)-beta-L-Rhap-(1->]n,H2O(C27H47O23P)n
32784,CHEBI:77239,1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphate,C41H73O8P
32785,CHEBI:77240,alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1<->1')-Cer,C51H89N2O27R
32786,CHEBI:77241,1-icosanoyl-2-arachidonoyl-sn-glycero-3-phosphate,C43H77O8P
32787,CHEBI:77242,"(8Z,11Z,14Z,17Z,20Z)-hexacosapentaenoyl-CoA(4-)",C47H72N7O17P3S
32788,CHEBI:77243,"(10Z,13Z,16Z,19Z,22Z)-octacosapentaenoate",C28H45O2
32789,CHEBI:77244,"(10Z,13Z,16Z,19Z,22Z)-octacosapentaenoyl-CoA(4-)",C49H76N7O17P3S
32790,CHEBI:77245,lead tetraacetate,C8H12O8Pb
32791,CHEBI:77246,"(12Z,15Z,18Z,21Z,24Z)-triacontapentaenoate",C30H49O2
32792,CHEBI:77247,"(12Z,15Z,18Z,21Z,24Z)-triacontapentaenoyl-CoA(4-)",C51H80N7O17P3S
32793,CHEBI:77248,1-stearoyl-2-linoleoyl-sn-glycero-3-phosphate,C39H73O8P
32794,CHEBI:77249,rosuvastatin calcium,C44H54CaF2N6O12S2
32795,CHEBI:77250,pristanoyl-CoA(4-),C40H68N7O17P3S
32796,CHEBI:77251,"(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)",C48H76N7O20P3S
32797,CHEBI:77252,"1,2-diarachidonoyl-sn-glycero-3-phosphate",C43H69O8P
32798,CHEBI:77253,tetraoleoyl cardiolipin(2-),C81H148O17P2
32799,CHEBI:77254,"1,2-dilinoleoyl-sn-glycero-3-phosphate",C39H69O8P
32800,CHEBI:77256,"1,1'-dioleyl 2,2'-dilysocardiolipin(2-)",C45H84O15P2
32801,CHEBI:77257,(2S)-2-methylpentadecanoyl-CoA(4-),C37H62N7O17P3S
32802,CHEBI:77258,"1-stearoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycero-3-phosphate",C43H73O8P
32803,CHEBI:77259,trioleoyl 2-monolysocardiolipin(2-),C63H116O16P2
32804,CHEBI:77260,"5-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole",C17H19N3O3S
32805,CHEBI:77261,6-deoxy-6-sulfo-D-fructofuranose,C6H12O8S
32806,CHEBI:77262,(R)-omeprazole,C17H19N3O3S
32807,CHEBI:77263,6-deoxy-6-sulfo-D-fructofuranose 1-phosphate,C6H13O11PS
32808,CHEBI:77264,esomeprazole(1-),C17H18N3O3S
32809,CHEBI:77265,3-sulfolactaldehyde,C3H6O5S
32810,CHEBI:77267,3-sulfopropanediol,C3H8O5S
32811,CHEBI:77268,pristanate,C19H37O2
32812,CHEBI:77269,dTDP-beta-L-evernitrose,C18H29N3O15P2
32813,CHEBI:77270,11-hydroxy-Delta(9)-tetrahydrocannabinol,C21H30O3
32814,CHEBI:77271,1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate,C47H84O16P2
32815,CHEBI:77272,"1,3-diacyl-sn-glycerol",C5H6O5R2
32816,CHEBI:77273,11-nor-9-carboxy-Delta(9)-tetrahydrocannabinol,C21H28O4
32817,CHEBI:77274,1-alkyl-3-acyl-sn-glycerol,C4H6O4R2
32818,CHEBI:77275,(2R)-pristanoyl-CoA(4-),C40H68N7O17P3S
32819,CHEBI:77276,"1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate",C47H85O19P3
32820,CHEBI:77277,1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4-phosphate,C45H86O16P2
32821,CHEBI:77278,"6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",C11H12N2S
32822,CHEBI:77279,"1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate",C45H87O19P3
32823,CHEBI:77280,"dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose",C18H29N3O14P2
32824,CHEBI:77281,dTDP-N-hydroxy-beta-L-evernosamine,C18H31N3O14P2
32825,CHEBI:77282,dexamisole,C11H12N2S
32826,CHEBI:77283,1-(Z)-alk-1-enyl-sn-glycero-3-phosphate(2-),C5H8O6PR
32827,CHEBI:77284,1-(Z)-alk-1-enyl-2-acyl-sn-glycero-3-phosphate(2-),C6H7O7PR2
32828,CHEBI:77285,dTDP-beta-L-evernosamine,C18H31N3O13P2
32829,CHEBI:77286,1-(Z)-alk-1-enyl-2-acyl-sn-glycero-3-phosphocholine,C11H20NO7PR2
32830,CHEBI:77287,1-(Z)-alk-1-enyl-sn-glycero-3-phosphocholine,C10H21NO6PR
32831,CHEBI:77290,1-(Z)-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine zwitterion,C8H14NO7PR2
32832,CHEBI:77291,1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion,C25H47NO7PR
32833,CHEBI:77293,"(E)-2,3-didehydropristanoyl-CoA(4-)",C40H66N7O17P3S
32834,CHEBI:77294,1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphocholine,C28H53NO7PR
32835,CHEBI:77295,1-(Z)-alk-1-enyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion,C27H45NO7PR
32836,CHEBI:77296,1-(Z)-alk-1-enyl-2-acyl-sn-glycerol,C6H8O4R2
32837,CHEBI:77297,1-(Z)-alk-1-enyl-sn-glycerol,C5H9O3R
32838,CHEBI:77300,1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphoserine(1-),C26H46NO9PR
32839,CHEBI:77301,1-(Z)-alk-1-enyl-2-octanoyl-sn-glycero-3-phosphoethanolamine zwitterion,C15H29NO7PR
32840,CHEBI:77302,1-(Z)-alk-1-enyl-2-stearoyl-sn-glycero-3-phosphoethanolamine zwitterion,C25H49NO7PR
32841,CHEBI:77303,1-(Z)-alk-1-enyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine zwitterion,C23H45NO7PR
32842,CHEBI:77304,1-(Z)-alk-1-enyl-2-palmitoyl-sn-glycero-3-phosphocholine,C26H51NO7PR
32843,CHEBI:77305,1-(Z)-alk-1-enyl-2-acylglycerol,C6H8O4R2
32844,CHEBI:77308,ethylenebis(dithiocarbamate),C4H6N2S4
32845,CHEBI:77310,(E)-2-methylpentadec-2-enoyl-CoA(4-),C37H60N7O17P3S
32846,CHEBI:77311,alpha-NADH,C21H29N7O14P2
32847,CHEBI:77312,alpha-NADPH,C21H30N7O17P3
32848,CHEBI:77313,rosuvastatin(1-),C22H27FN3O6S
32849,CHEBI:77314,beta-D-Galp-(1->4)-beta-D-GlcpNac-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNac-(1->2)-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C56H94N2O45
32850,CHEBI:77315,spectinomycin(2+),C14H26N2O7
32851,CHEBI:77316,"2,4,6-trinitroxylene",C8H7N3O6
32852,CHEBI:77317,SR12813,C24H42O7P2
32853,CHEBI:77319,oltipraz,C8H6N2S3
32854,CHEBI:77320,musk xylene,C12H15N3O6
32855,CHEBI:77322,methyl hexanoate,C7H14O2
32856,CHEBI:77323,ethoxyquin,C14H19NO
32857,CHEBI:77325,diisopropyl methylphosphonate,C7H17O3P
32858,CHEBI:77327,CL-20,C6H6N12O12
32859,CHEBI:77328,1-palmitoyl-2-(8-epi-prostaglandin F2alpha)-sn-glycero-3-phosphocholine,C44H82NO11P
32860,CHEBI:77329,1-stearoyl-2-(8-epi-prostaglandin F2alpha)-sn-glycero-3-phosphocholine,C46H86NO11P
32861,CHEBI:77330,polyunsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32862,CHEBI:77331,monounsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32863,CHEBI:77332,saturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32864,CHEBI:77333,omega-3 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32865,CHEBI:77334,omega-6 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32866,CHEBI:77335,omega-4 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32867,CHEBI:77336,omega-7 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32868,CHEBI:77337,omega-9 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32869,CHEBI:77338,omega-10 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32870,CHEBI:77339,omega-12 unsaturated fatty acyl-CoA(4-),C22H31N7O17P3SR
32871,CHEBI:77340,beta-D-QuipN4Fm-(1->4)-alpha-D-GalpNAcAN,C15H25N3O10
32872,CHEBI:77341,alpha-D-GalpNAcAN-(1->4)-alpha-D-GalpNAcAN-(1->3)-beta-D-QuipNAc-(1->2)-beta-D-QuipN4Fm-(1->4)-alpha-D-GalpNAcAN-(1->4)-alpha-D-GalpNAcAN,C47H74N10O29
32873,CHEBI:77342,2-oleoyl-sn-glycero-3-phosphoserine(1-),C24H45NO9P
32874,CHEBI:77343,1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol,C45H83O13P
32875,CHEBI:77344,1-stearoyl-2-linoleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate,C45H84O16P2
32876,CHEBI:77345,1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate,C47H84O16P2
32877,CHEBI:77346,1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol,C45H85O13P
32878,CHEBI:77347,1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate,C45H86O16P2
32879,CHEBI:77348,"1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol",C45H79O13P
32880,CHEBI:77349,"1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol 5-phosphate",C45H80O16P2
32881,CHEBI:77350,neopikromycin(1+),C28H48NO8
32882,CHEBI:77351,novapikromycin(1+),C28H48NO9
32883,CHEBI:77352,methymycin(1+),C25H44NO7
32884,CHEBI:77353,neomethymycin(1+),C25H44NO7
32885,CHEBI:77354,novamethymycin(1+),C25H44NO8
32886,CHEBI:77355,1-palmityl-2-arachidonoyl-sn-glycero-3-phosphate,C39H71O7P
32887,CHEBI:77356,etidronic acid(2-),C2H6O7P2
32888,CHEBI:77357,1-palmityl-2-oleoyl-sn-glycero-3-phosphate,C37H73O7P
32889,CHEBI:77358,CDP-dipalmitoyl-sn-glycerol,C44H81N3O15P2
32890,CHEBI:77359,isotridecanoic acid,C13H26O2
32891,CHEBI:77360,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoic acid",C24H38O2
32892,CHEBI:77361,bicyclo[3.3.0]oct-2-ene,C8H12
32893,CHEBI:77363,ramiprilat,C21H28N2O5
32894,CHEBI:77366,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoic acid",C24H36O2
32895,CHEBI:77367,beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C58H100N3O48P
32896,CHEBI:77368,"(11Z,14Z,17Z,20Z,23Z)-hexacosapentaenoic acid",C26H42O2
32897,CHEBI:77369,1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine,C25H49NO8PR
32898,CHEBI:77370,1-palmitoyl-2-acyl-sn-glycero-3-phosphoethanolamine zwitterion,C22H43NO8PR
32899,CHEBI:77371,"(8Z,11Z,14Z,17Z,20Z,23Z)-hexacosahexaenoic acid",C26H40O2
32900,CHEBI:77372,"(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoic acid",C28H46O2
32901,CHEBI:77373,"(10Z,13Z,16Z,19Z,22Z,25Z)-octacosahexaenoic acid",C28H44O2
32902,CHEBI:77374,beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C52H90N3O43P
32903,CHEBI:77375,"(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoic acid",C30H50O2
32904,CHEBI:77376,1-(beta-hydroxyacyl)-2-acyl-sn-glycero-3-phosphoethanolamine zwitterion,C9H16NO9PR2
32905,CHEBI:77377,"(12Z,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoic acid",C30H48O2
32906,CHEBI:77378,beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C50H84N2O40
32907,CHEBI:77379,"(17Z,20Z,23Z,26Z,29Z)-dotriacontapentaenoic acid",C32H54O2
32908,CHEBI:77380,beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C44H77N2O38P
32909,CHEBI:77381,beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C38H67N2O33P
32910,CHEBI:77382,beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo,C36H61NO30
32911,CHEBI:77383,"1,1-bis(phosphonic acid)",CH4O6P2R2
32912,CHEBI:77384,alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)-L-alpha-D-Hepp-(1->5)-Kdo,C32H57N2O28P
32913,CHEBI:77385,alpha-D-GlcpNAc-(1->2)-L-alpha-D-Hepp-(1->3)-L-alpha-D-Hepp-(1->5)-Kdo,C30H51NO25
32914,CHEBI:77386,tricaproin,C21H38O6
32915,CHEBI:77387,"2,3-dihexanoyl-sn-glycerol",C15H28O5
32916,CHEBI:77388,tricaprin,C33H62O6
32917,CHEBI:77389,trilaurin,C39H74O6
32918,CHEBI:77390,"2,3-didodecanoyl-sn-glycerol",C27H52O5
32919,CHEBI:77391,trimyristin,C45H86O6
32920,CHEBI:77392,"2,3-dimyristoyl-sn-glycerol",C31H60O5
32921,CHEBI:77393,tripalmitin,C51H98O6
32922,CHEBI:77394,"2,3-dipalmitoyl-sn-glycerol",C35H68O5
32923,CHEBI:77395,"2,3-distearoyl-sn-glycerol",C39H76O5
32924,CHEBI:77396,long-chain primary fatty alcohol,CH3OR
32925,CHEBI:77397,"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",C20H21FN2O
32926,CHEBI:77398,2-amino-2-phenylacetonitrile,C8H8N2
32927,CHEBI:77399,D-alpha-phenylglycine zwitterion,C8H9NO2
32928,CHEBI:77400,2-aminopentanenitrile,C5H10N2
32929,CHEBI:77401,1-benzyl-3-(dimethylamino)-2-methyl-1-phenylpropyl propanoate,C22H29NO2
32930,CHEBI:77403,"(14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoic acid",C32H52O2
32931,CHEBI:77404,"(19Z,22Z,25Z,28Z,31Z)-tetratriacontapentaenoic acid",C34H58O2
32932,CHEBI:77405,(R)-citalopram(1+),C20H22FN2O
32933,CHEBI:77406,escitalopram(1+),C20H22FN2O
32934,CHEBI:77408,"3-[5-cyano-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-1-yl]-N,N-dimethylpropan-1-aminium",C20H22FN2O
32935,CHEBI:77409,(3S)-3-hydroxy-L-lysine(1+),C6H15N2O3
32936,CHEBI:77410,(4R)-4-hydroxy-L-lysine(1+),C6H15N2O3
32937,CHEBI:77411,(3S)-3-hydroxy-L-ornithine(1+),C5H13N2O3
32938,CHEBI:77412,(11Z)-icos-11-en-1-ol,C20H40O
32939,CHEBI:77413,tetracosan-1-ol,C24H50O
32940,CHEBI:77415,tetratriacontan-1-ol,C34H70O
32941,CHEBI:77416,(13Z)-docosen-1-ol,C22H44O
32942,CHEBI:77417,tetradecan-1-ol,C14H30O
32943,CHEBI:77418,beta-D-GlcpA-(1->3)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpA-(1->3)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpA-(1->3)-beta-D-GlcpNAc,C42H65N3O34
32944,CHEBI:77419,(E)-4-hydroxynon-2-enal dimethyl acetal,C11H22O3
32945,CHEBI:77421,4-bromophenyl phenyl ether,C12H9BrO
32946,CHEBI:77422,(R)-citalopram hydrobromide,C20H22BrFN2O
32947,CHEBI:77423,escitalopram hydrobromide,C20H22BrFN2O
32948,CHEBI:77426,beta-D-GlcpA-(1->3)-beta-D-GlcpNCOEt-(1->4)-beta-D-GlcpA-(1->3)-beta-D-GlcpNCOEt-(1->4)-beta-D-GlcpA-(1->3)-beta-D-GlcpNCOEt,C45H71N3O34
32949,CHEBI:77427,(3R)-3-carboxy-3-hydroxypropanoyl-CoA(5-),C25H35N7O20P3S
32950,CHEBI:77428,nitroflurbiprofen,C19H20FNO5
32951,CHEBI:77429,1-palmitylglycerone 3-phosphate(2-),C19H37O6P
32952,CHEBI:77430,alpha-L-Rhap-(1->3)-beta-D-Glcp-(1->4)-alpha-D-Glcp,C18H32O15
32953,CHEBI:77431,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide",C18H28N2O
32954,CHEBI:77433,alpha-(4-hydroxyphenyl)-N-tert-butylnitrone,C11H15NO2
32955,CHEBI:77434,15-methylhexadecan-1-ol,C17H36O
32956,CHEBI:77435,13-methyltetradecan-1-ol,C15H32O
32957,CHEBI:77436,alpha-D-Glcp-(1->2)-alpha-D-Glcp,C12H22O11
32958,CHEBI:77438,11-methyldodecan-1-ol,C13H28O
32959,CHEBI:77439,p-coutaric acid,C13H12O8
32960,CHEBI:77440,beta-D-Glcp-(1->4)-alpha-D-Glcp-(1->2)-alpha-D-Glcp,C18H32O16
32961,CHEBI:77441,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide hydrochloride",C18H29ClN2O
